index,date,cash,spy
847,onw,9861.023999999981,116.27
848,onw,9922.183999999981,117.66
849,onw,9928.783999999981,117.81
850,onw,9949.463999999982,118.28
851,onw,9925.703999999982,117.74
852,onw,9901.50399999998,117.19
853,onw,9905.103999999981,116.94
854,onw,9879.183999999981,118.4
855,onw,9872.693999999981,118.31
856,onw,9808.473999999982,119.14
857,onw,9791.363999999981,118.1
858,onw,9793.58399999998,117.89
859,onw,9777.67399999998,119.06
860,onw,9736.233999999982,118.28
861,onw,9685.543999999982,119.07
862,onw,9669.223999999982,119.42
863,onw,9730.183999999983,119.68
864,onw,9607.303999999982,121.28
865,onw,9567.943999999981,122.34
866,onw,9579.463999999982,122.34
867,onw,9574.66399999998,122.82
868,onw,9471.943999999981,121.58
869,onw,9451.293999999982,121.05
870,onw,9511.843999999983,120.82
871,onw,9582.893999999982,120.58
872,onw,9639.593999999983,119.29
873,onw,9691.043999999983,118.21
874,onw,9654.293999999983,119.36
875,onw,9666.193999999983,119.9
876,onw,9643.443999999983,119.69
877,onw,9591.993999999982,118.77
878,onw,9565.393999999982,119.2
879,onw,9634.693999999983,119.16
880,onw,9606.343999999983,118.5
881,onw,9535.643999999982,117.98
882,onw,9415.323999999982,120.2
883,onw,9382.893999999982,121.2
884,onw,9397.933999999983,122.14
885,onw,9362.213999999984,122.63
886,onw,9324.613999999983,123.94
887,onw,9277.613999999983,122.98
888,onw,9271.973999999984,123.97
889,onw,9257.403999999984,124.14
890,onw,9246.123999999983,125.05
891,onw,9215.573999999984,124.75
892,onw,9200.533999999983,124.44
893,onw,9240.083999999983,124.18
894,onw,9248.483999999982,124.08
895,onw,9207.883999999982,124.64
896,onw,9177.50399999998,124.99
897,onw,9194.16399999998,125.48
898,onw,9179.953999999982,125.64
899,onw,9159.373999999982,125.13
900,onw,9167.703999999982,125.9
901,onw,9110.373999999982,125.98
902,onw,9165.25399999998,125.8
903,onw,9196.123999999982,125.53
904,onw,9180.933999999981,126.71
905,onw,9191.22399999998,127.33
906,onw,9146.14399999998,126.58
907,onw,9099.593999999981,127.69
908,onw,9098.123999999982,127.56
909,onw,9150.553999999982,126.58
910,onw,9146.143999999982,127.44
911,onw,9109.393999999982,128.21
912,onw,9103.513999999983,128.63
913,onw,9160.353999999983,128.19
914,onw,9087.343999999983,129.18
915,onw,9093.223999999982,129.41
916,onw,9097.633999999982,127.96
917,onw,9131.633999999982,128.88
918,onw,9123.133999999982,128.29
919,onw,9169.373999999982,128.76
920,onw,9183.093999999981,129.49
921,onw,9126.74399999998,129.7
922,onw,9114.00399999998,130.14
923,onw,9155.65399999998,128.07
924,onw,9111.90399999998,129.46
925,onw,9117.15399999998,130.4
926,onw,9070.15399999998,130.26
927,onw,9008.20399999998,130.83
928,onw,8968.20399999998,131.44
929,onw,8998.70399999998,132.09
930,onw,8967.70399999998,132.21
931,onw,8978.20399999998,131.6
932,onw,8984.70399999998,131.8
933,onw,8998.70399999998,133.03
934,onw,9011.20399999998,133.02
935,onw,9026.70399999998,133.46
936,onw,9034.20399999998,133.46
937,onw,9004.20399999998,134.37
938,onw,9028.70399999998,133.12
939,onw,9088.20399999998,131.75
940,onw,9114.70399999998,130.88
941,onw,9120.20399999998,131.48
942,onw,9148.20399999998,132.82
943,onw,9109.20399999998,133.57
944,onw,9125.20399999998,130.75
945,onw,9059.70399999998,132.4
946,onw,9038.20399999998,133.37
947,onw,9034.20399999998,132.86
948,onw,9038.70399999998,131.64
949,onw,9030.06399999998,132.32
950,onw,9075.503999999979,131
951,onw,9114.38399999998,129.52
952,onw,9048.94399999998,129.99
953,onw,9176.30399999998,126.59
954,onw,9138.86399999998,128.15
955,onw,9137.58399999998,128
956,onw,9087.023999999981,128.84
957,onw,9043.50399999998,129.35
958,onw,9028.143999999982,129.72
959,onw,9078.063999999982,128.93
960,onw,9025.743999999982,130.4
961,onw,9030.543999999982,131.24
962,onw,8995.023999999981,131.58
963,onw,8988.303999999982,130.87
964,onw,8975.823999999982,132.55
965,onw,9021.423999999983,132.6
966,onw,8965.263999999983,133.41
967,onw,8998.863999999983,133.43
968,onw,8996.943999999983,133
969,onw,8978.223999999984,133.88
970,onw,8918.703999999983,133.42
971,onw,8889.903999999984,133.91
972,onw,8885.103999999983,133
973,onw,8901.843999999983,131.72
974,onw,8912.712599999983,132.08
975,onw,8913.933999999983,130.7
976,onw,8867.433999999983,131.8
977,onw,8854.473999999982,130.59
978,onw,8838.873999999982,130.76
979,onw,8848.74399999998,132.88
980,onw,8840.283999999981,133.79
981,onw,8828.063999999982,133.68
982,onw,8858.143999999982,134.05
983,onw,8866.133999999982,135.05
984,onw,8855.793999999982,135.43
985,onw,8867.543999999982,136.16
986,onw,8860.49399999998,137.07
987,onw,8890.57399999998,135.96
988,onw,8907.023999999981,135.67
989,onw,8935.693999999981,134.08
990,onw,8916.42399999998,134.94
991,onw,8934.75399999998,134.19
992,onw,8925.353999999981,135.17
993,onw,8907.49399999998,135.67
994,onw,8937.103999999981,134.08
995,onw,8911.90399999998,135.15
996,onw,8929.763999999981,133.56
997,onw,8979.263999999981,132.69
998,onw,8939.66399999998,133.24
999,onw,8952.56399999998,134.8
1000,onw,8931.56399999998,134.33
1001,onw,8964.22399999998,131.98
1002,onw,8921.02399999998,132.44
1003,onw,8913.823999999979,131.42
1004,onw,8921.923999999979,132.03
1005,onw,8904.823999999979,133.37
1006,onw,8907.12399999998,134.77
1007,onw,8941.163999999979,134.51
1008,onw,8921.383999999978,131.96
1009,onw,8917.613999999978,130.15
1010,onw,8901.953999999978,130.09
1011,onw,8906.303999999978,129.7
1012,onw,8925.153999999977,128.76
1013,onw,8925.443999999978,128.77
1014,onw,8953.573999999977,128.85
1015,onw,8964.591099999976,127.89
1016,onw,8992.433999999976,128.87
1017,onw,8979.093999999975,128.24
1018,onw,8959.663999999975,127.06
1019,onw,8958.503999999975,127.93
1020,onw,8923.416899999975,126.62
1021,onw,8918.193999999976,128.36
1022,onw,8930.153999999975,129.05
1023,onw,8943.033999999974,127.16
1024,onw,8966.526899999973,128.27
1025,onw,8943.576899999973,126.89
1026,onw,8936.676899999973,128.45
1027,onw,8918.376899999972,130.2
1028,onw,8884.536899999972,131.14
1029,onw,8879.836899999971,132.09
1030,onw,8875.606899999972,133.78
1031,onw,8882.65689999997,133.49
1032,onw,8865.73689999997,135.16
1033,onw,8913.20689999997,133.83
1034,onw,8969.60689999997,132.75
1035,onw,9028.82689999997,131.69
1036,onw,9001.09689999997,132.09
1037,onw,8996.86689999997,132.17
1038,onw,8934.35689999997,131.66
1039,onw,8970.54689999997,131.08
1040,onw,8935.76689999997,131.34
1041,onw,9001.56689999997,133.07
1042,onw,8932.006899999971,133.4
1043,onw,8953.15689999997,134.52
1044,onw,8919.31689999997,133.3
1045,onw,8934.826899999971,133.74
1046,onw,8936.706899999972,132.59
1047,onw,8972.896899999972,130.6
1048,onw,8947.976899999972,128.91
1049,onw,8974.854099999973,130.84
1050,onw,9059.034099999973,127.81
1051,onw,8974.191299999973,125.66
1052,onw,8939.191299999973,124.42
1053,onw,8994.351299999973,121.76
1054,onw,8886.831299999973,116.91
1055,onw,8762.231299999972,114.07
1056,onw,8691.391299999972,115.26
1057,onw,8696.431299999973,113.26
1058,onw,8772.311299999974,118.4
1059,onw,8779.311299999974,119.19
1060,onw,8789.951299999973,119.47
1061,onw,8819.591299999973,120.25
1062,onw,8677.091299999973,116.5
1063,onw,8542.571299999972,112.96
1064,onw,8626.551299999972,115.17
1065,onw,8549.791299999972,113.15
1066,onw,8654.071299999972,116.19
1067,onw,8745.511299999973,118.73
1068,onw,8581.261299999973,115.69
1069,onw,8521.886299999973,119.56
1070,onw,8567.606299999972,120.83
1071,onw,8626.286299999972,122.46
1072,onw,8620.166299999973,122.29
1073,onw,8480.846299999974,118.42
1074,onw,8335.766299999974,114.39
1075,onw,8493.086299999974,118.76
1076,onw,8522.246299999973,119.57
1077,onw,8454.206299999974,117.68
1078,onw,8338.646299999975,114.47
1079,onw,8360.956299999974,117.05
1080,onw,8406.106299999974,118.34
1081,onw,8486.956299999974,120.65
1082,onw,8509.356299999974,121.29
1083,onw,8447.756299999974,119.53
1084,onw,8492.906299999973,120.82
1085,onw,8472.256299999974,120.23
1086,onw,8227.956299999974,113.25
1087,onw,8342.916299999975,112.11
1088,onw,8520.276299999976,114.61
1089,onw,8412.516299999976,118.53
1090,onw,8433.636299999976,117.78
1091,onw,8496.276299999976,117.05
1092,onw,8515.956299999976,114.45
1093,onw,8424.996299999977,112.49
1094,onw,8428.356299999978,108.35
1095,onw,8498.916299999977,112.62
1096,onw,8450.676299999977,114.36
1097,onw,8426.676299999977,117.17
1098,onw,8444.526299999978,117.68
1099,onw,8486.176299999977,118.87
1100,onw,8546.726299999977,120.6
1101,onw,8527.126299999976,120.04
1102,onw,8592.576299999975,121.91
1103,onw,8595.376299999974,121.99
1104,onw,8530.626299999974,120.14
1105,onw,8609.026299999974,122.38
1106,onw,8575.776299999974,121.43
1107,onw,8633.876299999974,123.09
1108,onw,8671.676299999974,124.17
1109,onw,8696.876299999974,124.89
1110,onw,8677.976299999975,124.35
1111,onw,8792.776299999974,127.63
1112,onw,8805.726299999975,128
1113,onw,8776.326299999975,127.16
1114,onw,8596.776299999976,122.03
1115,onw,8659.776299999976,123.83
1116,onw,8710.176299999976,125.27
1117,onw,8708.776299999976,125.23
1118,onw,8714.376299999976,125.39
1119,onw,8767.926299999976,126.92
1120,onw,8696.876299999976,124.89
1121,onw,8693.376299999976,124.79
1122,onw,8729.776299999976,125.83
1123,onw,8742.376299999976,126.19
1124,onw,8706.676299999976,125.17
1125,onw,8694.076299999975,124.81
1126,onw,8660.476299999975,123.85
1127,onw,8727.916299999975,122.5
1128,onw,8742.798699999974,120.2
1129,onw,8787.676299999974,119.4
1130,onw,8792.236299999973,118.07
1131,onw,8821.516299999974,116.38
1132,onw,8735.116299999974,119.54
1133,onw,8747.836299999974,120.05
1134,onw,8668.636299999975,123.49
1135,onw,8648.746299999975,124.85
1136,onw,8647.726299999975,126.12
1137,onw,8654.866299999974,126.84
1138,onw,8656.906299999975,126.21
1139,onw,8661.496299999975,125.84
1140,onw,8664.046299999976,125.9
1141,onw,8672.716299999976,124.51
1142,onw,8670.166299999977,124.95
1143,onw,8664.556299999977,124.86
1144,onw,8796.506299999977,122.56
1145,onw,8849.676299999977,123.03
1146,onw,8860.856299999978,122.23
1147,onw,8830.436299999978,122.06
1148,onw,8795.596299999977,122.18
1149,onw,8784.376299999978,123.93
1150,onw,8777.746299999979,124.63
1151,onw,8741.02629999998,125.67
1152,onw,8746.63629999998,126.17
1153,onw,8745.10629999998,126.51
1154,onw,8759.896299999979,125.24
1155,onw,8769.586299999979,126.02
1156,onw,8760.916299999979,127.76
1157,onw,8755.306299999978,127.2
1158,onw,8754.286299999978,127.01
1159,onw,8754.796299999978,128.2
1160,onw,8756.326299999979,128
1161,onw,8760.406299999979,129.39
1162,onw,8764.996299999979,128.73
1163,onw,8772.136299999978,129.57
1164,onw,8774.686299999978,128.64
1165,onw,8778.256299999977,130.08
1166,onw,8779.786299999978,129.31
1167,onw,8770.096299999977,131.22
1168,onw,8767.036299999978,131.24
1169,onw,8754.286299999978,131.51
1170,onw,8758.366299999978,130.8
1171,onw,8756.836299999977,131.26
1172,onw,8568.376299999976,133.15
1173,onw,8576.176299999976,131.24
1174,onw,8588.656299999977,130.51
1175,onw,8587.096299999977,132.02
1176,onw,8577.736299999977,132.29
1177,onw,8577.736299999977,132.73
1178,onw,8573.576299999977,134
1179,onw,8574.616299999978,133.98
1180,onw,8574.096299999977,134.17
1181,onw,8570.976299999977,134.86
1182,onw,8567.336299999977,135.41
1183,onw,8570.976299999977,134.16
1184,onw,8571.496299999977,135.32
1185,onw,8573.576299999977,135
1186,onw,8577.216299999978,135.63
1187,onw,8570.456299999978,134.57
1188,onw,8562.136299999978,136.52
1189,onw,8561.09629999998,136.73
1190,onw,8564.21629999998,136.26
1191,onw,8570.45629999998,135.96
1192,onw,8576.69629999998,136.93
1193,onw,8586.576299999979,136.02
1194,onw,8589.17629999998,137.2
1195,onw,8587.61629999998,137.76
1196,onw,8559.01629999998,137.31
1197,onw,8555.76629999998,137.64
1198,onw,8562.906299999979,137.1
1199,onw,8653.406299999979,135.35
1200,onw,8638.156299999979,135.06
1201,onw,8588.656299999979,136.52
1202,onw,8616.156299999979,137.3
1203,onw,8573.906299999979,137.55
1204,onw,8563.706299999978,138.32
1205,onw,8553.50629999998,140.1
1206,onw,8550.38629999998,140.12
1207,onw,8541.28629999998,140.36
1208,onw,8521.266299999981,140.21
1209,onw,8538.228699999981,140.05
1210,onw,8526.986299999982,140.52
1211,onw,8590.166299999983,139.18
1212,onw,8520.486299999982,139.32
1213,onw,8521.506299999983,140.65
1214,onw,8526.096299999983,141.74
1215,onw,8532.216299999984,141.1
1216,onw,8537.316299999984,139.64
1217,onw,8541.396299999984,140.92
1218,onw,8519.976299999984,140.64
1219,onw,8523.546299999984,141.64
1220,onw,8514.876299999984,140.22
1221,onw,8510.286299999983,139.38
1222,onw,8460.336299999983,138.03
1223,onw,8461.956299999983,137.95
1224,onw,8420.376299999984,137.29
1225,onw,8432.796299999984,137.13
1226,onw,8386.601999999984,138.47
1227,onw,8392.101999999984,137.84
1228,onw,8391.601999999984,137.84
1229,onw,8394.101999999984,138.46
1230,onw,8397.101999999984,138.63
1231,onw,8392.601999999984,138.33
1232,onw,8400.101999999984,136.54
1233,onw,8362.921999999984,136.91
1234,onw,8366.821999999984,138.65
1235,onw,8374.321999999984,138.89
1236,onw,8373.321999999984,140.58
1237,onw,8377.821999999984,140.11
1238,onw,8372.821999999984,139.79
1239,onw,8366.321999999984,139.92
1240,onw,8364.321999999984,140.34
1241,onw,8376.821999999984,138.52
1242,onw,8364.081999999984,136.51
1243,onw,8434.281999999983,136.28
1244,onw,8499.541999999983,135.1
1245,onw,8471.981999999984,136.68
1246,onw,8516.701999999983,135.17
1247,onw,8565.061999999982,134.31
1248,onw,8575.981999999982,134.02
1249,onw,8619.661999999982,133.94
1250,onw,8584.561999999982,132.86
1251,onw,8490.181999999983,131.37
1252,onw,8499.281999999983,130.16
1253,onw,8512.801999999983,132.31
1254,onw,8567.141999999983,131.25
1255,onw,8535.681999999983,132.63
1256,onw,8534.701999999981,132.48
1257,onw,8539.111999999981,133.16
1258,onw,8546.461999999981,132.56
1259,onw,8559.201999999981,131.71
1260,onw,8564.59199999998,129.41
1261,onw,8556.75199999998,128.39
1262,onw,8551.85199999998,127.85
1263,onw,8583.861999999981,129.97
1264,onw,8572.361999999981,133.47
1265,onw,8580.361999999981,131.71
1266,onw,8574.861999999981,134.17
1267,onw,8577.361999999981,131.79
1268,onw,8581.44199999998,132.53
1269,onw,8588.44199999998,132.34
1270,onw,8590.94199999998,133.38
1271,onw,8595.94199999998,133.58
1272,onw,8591.94199999998,135.08
1273,onw,8583.44199999998,135.71
1274,onw,8587.44199999998,135.64
1275,onw,8587.94199999998,133.13
1276,onw,8572.301999999981,132.05
1277,onw,8580.801999999981,131.7
1278,onw,8565.501999999982,132.42
1279,onw,8540.341999999982,132.29
1280,onw,8617.521999999983,135.2
1281,onw,8616.521999999983,136.48
1282,onw,8624.521999999983,136.48
1283,onw,8620.021999999983,136.9
1284,onw,8630.021999999983,135.47
1285,onw,8635.021999999983,135.38
1286,onw,8641.021999999983,136.01
1287,onw,8641.021999999983,134.21
1288,onw,8645.021999999983,133.38
1289,onw,8639.081999999984,133.86
1290,onw,8648.581999999984,135.44
1291,onw,8645.081999999984,135.97
1292,onw,8648.081999999984,136.04
1293,onw,8648.581999999984,137.65
1294,onw,8655.581999999984,136.95
1295,onw,8662.581999999984,134.47
1296,onw,8657.081999999984,135.19
1297,onw,8664.581999999984,134.21
1298,onw,8665.081999999984,135.89
1299,onw,8653.581999999984,136.89
1300,onw,8650.581999999984,138.52
1301,onw,8661.081999999984,138.49
1302,onw,8649.081999999984,138.7
1303,onw,8654.581999999984,136.55
1304,onw,8712.331999999984,138.56
1305,onw,8711.831999999984,139.72
1306,onw,8699.831999999984,140.18
1307,onw,8699.831999999984,139.85
1308,onw,8692.331999999984,140.29
1309,onw,8643.711999999983,140.04
1310,onw,8639.631999999983,140.6
1311,onw,8630.451999999983,141.29
1312,onw,8662.411999999982,140.64
1313,onw,8689.951999999983,141.15
1314,onw,8717.491999999982,142.23
1315,onw,8712.391999999982,141.98
1316,onw,8715.111999999981,142.54
1317,onw,8726.84199999998,141.4
1318,onw,8742.14199999998,141.47
1319,onw,8746.73199999998,140.31
1320,onw,8743.67199999998,141.89
1321,onw,8746.22199999998,141.18
1322,onw,8746.22199999998,141.52
1323,onw,8748.77199999998,140.9
1324,onw,8750.301999999981,141.29
1325,onw,8751.321999999982,141.04
1326,onw,8750.301999999981,141.09
1327,onw,8743.67199999998,141.76
1328,onw,8750.301999999981,144.01
1329,onw,8740.611999999981,144.19
1330,onw,8741.631999999981,143.6
1331,onw,8730.92199999998,144.39
1332,onw,8733.98199999998,144.37
1333,onw,8729.39199999998,146.88
1334,onw,8720.21199999998,146.94
1335,onw,8731.941999999979,146.49
1336,onw,8735.511999999979,146.79
1337,onw,8741.12199999998,146.03
1338,onw,8735.001999999979,146.64
1339,onw,8742.651999999978,145.15
1340,onw,8746.731999999978,145.96
1341,onw,8758.971999999978,144.07
1342,onw,8757.696999999978,143.89
1343,onw,8761.521999999979,144.09
1344,onw,8751.321999999978,144.52
1345,onw,8753.361999999977,144.92
1346,onw,8752.341999999977,144.89
1347,onw,8752.851999999977,145.64
1348,onw,8744.691999999977,146.91
1349,onw,8745.711999999978,145.6
1350,onw,8742.961999999978,145.53
1351,onw,8775.961999999978,144.18
1352,onw,8756.961999999978,144.28
1353,onw,8760.711999999978,143.46
1354,onw,8814.211999999978,143.23
1355,onw,8817.711999999978,144.76
1356,onw,8808.711999999978,145.64
1357,onw,8819.461999999978,145.82
1358,onw,8828.961999999978,145.55
1359,onw,8862.461999999978,143.15
1360,onw,8888.461999999978,141.86
1361,onw,8894.961999999978,141.93
1362,onw,8882.211999999978,142.02
1363,onw,8883.711999999978,141.3
1364,onw,8877.711999999978,141.85
1365,onw,8863.961999999978,141.65
1366,onw,8928.211999999978,143.68
1367,onw,8935.351999999977,141.35
1368,onw,8914.021999999977,142.28
1369,onw,8924.941999999977,141.66
1370,onw,8917.141999999976,139.7
1371,onw,8863.321999999976,137.62
1372,onw,8866.181999999977,138.59
1373,onw,8903.621999999978,137.54
1374,onw,8882.821999999976,138.21
1375,onw,8894.781999999977,135.98
1376,onw,8927.541999999978,135.9
1377,onw,8875.281999999977,137.9
1378,onw,8875.281999999977,138.91
1379,onw,8866.441999999977,139.31
1380,onw,8863.321999999976,140.13
1381,onw,8872.161999999977,140.65
1382,onw,8869.561999999976,140.91
1383,onw,8875.801999999976,139.76
1384,onw,8875.281999999976,141.99
1385,onw,8882.561999999976,142.14
1386,onw,8863.841999999977,142.8
1387,onw,8873.721999999976,141.44
1388,onw,8872.161999999977,141.37
1389,onw,8879.441999999977,141.37
1390,onw,8870.081999999977,142.53
1391,onw,8872.161999999977,142.21
1392,onw,8865.401999999976,143.06
1393,onw,8869.041999999976,144
1394,onw,8856.561999999976,143.42
1395,onw,8848.326999999977,142.32
1396,onw,8848.596999999978,142.47
1397,onw,8843.466999999979,144
1398,onw,8925.546999999979,145.53
1399,onw,8936.466999999979,144.38
1400,onw,8937.816999999979,142.17
1401,onw,8909.196999999978,142.48
1402,onw,8896.236999999977,142.64
1403,onw,8926.746999999978,141.79
1404,onw,8907.576999999977,140.64
1405,onw,8908.656999999977,139.66
1406,onw,8838.726999999977,145.11
1407,onw,8845.616999999977,145.99
1408,onw,8829.716999999977,145.97
1409,onw,8833.316999999977,145.85
1410,onw,8835.396999999977,145.71
1411,onw,8836.436999999976,145.87
1412,onw,8835.396999999977,146.73
1413,onw,8831.236999999977,147.04
1414,onw,8841.116999999977,146.89
1415,onw,8844.756999999978,146.29
1416,onw,8847.876999999977,146.77
1417,onw,8840.076999999977,147.7
1418,onw,8837.476999999977,147.97
1419,onw,8837.476999999977,148.33
1420,onw,8843.716999999977,149.13
1421,onw,8842.676999999978,149.15
1422,onw,8831.236999999977,149.88
1423,onw,8817.196999999978,150.29
1424,onw,8820.836999999978,149.77
1425,onw,8814.076999999977,150.64
1426,onw,8818.756999999978,149.89
1427,onw,8796.716999999977,150.65
1428,onw,8785.276999999976,150.32
1429,onw,8784.406999999976,150.35
1430,onw,8779.476999999975,150.52
1431,onw,8784.676999999976,151.21
1432,onw,8784.156999999976,151.22
1433,onw,8779.996999999976,151.74
1434,onw,8779.996999999976,151.78
1435,onw,8774.796999999975,152.33
1436,onw,8774.276999999976,151.69
1437,onw,8777.916999999976,152.43
1438,onw,8779.476999999975,152.37
1439,onw,8772.716999999975,153.14
1440,onw,8783.636999999975,150.96
1441,onw,8778.126999999975,151.15
1442,onw,8735.206999999975,152.63
1443,onw,8748.726999999975,149.72
1444,onw,8743.796999999975,149.89
1445,onw,8740.156999999976,151.9
1446,onw,8734.436999999976,151.09
1447,onw,8736.516999999976,151.76
1448,onw,8733.396999999975,153.66
1449,onw,8727.676999999976,154.84
1450,onw,8720.916999999976,154.7
1451,onw,8708.436999999976,155.46
1452,onw,8704.276999999976,155.32
1453,onw,8705.836999999976,155.92
1454,onw,8707.916999999976,155.76
1455,onw,8705.836999999976,156.31
1456,onw,8707.916999999976,155.85
1457,onw,8718.836999999976,154.34
1458,onw,8724.036999999977,155.3
1459,onw,8722.996999999978,155.52
1460,onw,8725.596999999978,154.76
1461,onw,8722.996999999978,154.85
1462,onw,8721.956999999977,156.01
1463,onw,8722.996999999978,155.59
1464,onw,8728.196999999976,155.26
1465,onw,8733.396999999975,156.09
1466,onw,8716.756999999976,156.59
1467,onw,8721.436999999976,156.61
1468,onw,8724.556999999977,156.91
1469,onw,8732.356999999976,155.43
1470,onw,8752.636999999977,153.95
1471,onw,8751.076999999977,155.27
1472,onw,8746.396999999977,156.5
1473,onw,8741.716999999977,157.17
1474,onw,8736.516999999976,158.7
1475,onw,8739.636999999977,158.68
1476,onw,8746.396999999977,158
1477,onw,8750.036999999978,156.29
1478,onw,8750.036999999978,156.29
1479,onw,8774.876999999979,155.37
1480,onw,8798.366999999978,154.5
1481,onw,8763.806999999979,155.78
1482,onw,8732.216999999979,156.95
1483,onw,8759.186999999978,157.83
1484,onw,8818.396999999977,158.34
1485,onw,8889.696999999978,158.33
1486,onw,8884.591299999978,158.67
1487,onw,8888.766999999978,159.27
1488,onw,8836.686999999978,159.33
1489,onw,8880.396999999977,158.68
1490,onw,8871.096999999976,161.14
1491,onw,8890.626999999977,161.49
1492,onw,8830.176999999976,162.13
1493,onw,8873.576999999976,162.42
1494,onw,8859.626999999977,163.27
1495,onw,8763.216999999977,162.99
1496,onw,8770.656999999977,163.2
1497,onw,8758.436999999978,163.67
1498,onw,8724.896999999977,164.96
1499,onw,8615.776999999976,165.78
1500,onw,8615.456999999977,165.95
1501,onw,8542.176999999978,166.78
1502,onw,8583.456999999977,167.08
1503,onw,8647.776999999976,167.34
1504,onw,8658.336999999976,164.16
1505,onw,8650.276999999976,164.47
1506,onw,8583.456999999977,167.04
1507,onw,8596.576999999976,165.42
1508,onw,8598.326999999976,165.35
1509,onw,8597.826999999976,165.37
1510,onw,8636.326999999976,163.83
1511,onw,8621.076999999976,164.44
1512,onw,8654.826999999976,163.09
1513,onw,8702.076999999976,161.2
1514,onw,8635.826999999976,163.85
1515,onw,8599.326999999976,165.31
1516,onw,8649.576999999976,163.3
1517,onw,8626.576999999976,164.22
1518,onw,8690.576999999976,161.66
1519,onw,8631.326999999976,164.03
1520,onw,8627.806999999975,164.29
1521,onw,8590.366999999977,164.53
1522,onw,8585.886999999977,165.6
1523,onw,8350.296599999976,161.86
1524,onw,8408.016599999977,159.64
1525,onw,8465.996599999977,157.41
1526,onw,8438.176599999977,158.48
1527,onw,8402.036599999976,159.87
1528,onw,8370.056599999976,161.1
1529,onw,8382.276599999976,160.63
1530,onw,8365.896599999976,161.26
1531,onw,8369.536599999976,161.12
1532,onw,8347.776599999976,160.48
1533,onw,8296.036599999976,162.47
1534,onw,8259.896599999975,163.86
1535,onw,8321.146599999975,164.98
1536,onw,8331.996599999975,164.97
1537,onw,8440.846599999975,167.11
1538,onw,8414.946599999976,167.39
1539,onw,8434.546599999976,167.97
1540,onw,8458.346599999977,168.26
1541,onw,8468.146599999976,168.16
1542,onw,8435.596599999975,168.31
1543,onw,8462.896599999975,168.52
1544,onw,8559.496599999975,169.41
1545,onw,8596.246599999975,169.8
1546,onw,8612.696599999976,169.79
1547,onw,8561.246599999977,168.22
1548,onw,8561.246599999977,168.22
1549,onw,8572.466599999976,168.68
1550,onw,8555.966599999976,169.1
1551,onw,8549.696599999976,168.94
1552,onw,8523.446599999976,169.99
1553,onw,8487.146599999975,170.28
1554,onw,8479.556599999974,170.57
1555,onw,8407.616599999974,170.37
1556,onw,8437.116599999974,169.19
1557,onw,8417.366599999974,169.98
1558,onw,8474.456599999974,169.58
1559,onw,8575.436599999974,168.46
1560,onw,8539.796599999974,169.41
1561,onw,8536.916599999975,169.53
1562,onw,8587.796599999976,167.41
1563,onw,8620.196599999976,166.06
1564,onw,8630.276599999976,165.64
1565,onw,8644.676599999975,165.04
1566,onw,8642.756599999975,165.12
1567,onw,8648.036599999976,164.9
1568,onw,8608.436599999975,166.55
1569,onw,8602.676599999975,166.79
1570,onw,8631.876599999976,164.36
1571,onw,8636.676599999975,163.26
1572,onw,8629.136599999974,163.55
1573,onw,8604.176599999975,164.51
1574,onw,8630.096599999975,165.23
1575,onw,8602.896599999975,164.43
1576,onw,8565.976599999974,165.85
1577,onw,8556.956599999974,166.51
1578,onw,8579.506599999973,166.45
1579,onw,8535.636599999974,168.64
1580,onw,8543.426599999973,168.64
1581,onw,8581.556599999973,169.34
1582,onw,8567.616599999974,169.13
1583,onw,8601.236599999973,171.16
1584,onw,8561.876599999972,170.46
1585,onw,8572.536599999972,171.01
1586,onw,8630.756599999972,173.52
1587,onw,8615.996599999971,172.33
1588,onw,8637.316599999971,170.49
1589,onw,8669.29659999997,169.9
1590,onw,8691.846599999972,169.64
1591,onw,8689.38659999997,169.32
1592,onw,8681.596599999972,168.84
1593,onw,8696.766599999972,167.48
1594,onw,8680.266599999972,168.14
1595,onw,8675.016599999972,168.35
1596,onw,8664.016599999972,168.79
1597,onw,8690.016599999972,167.75
1598,onw,8698.266599999972,167.42
1599,onw,8698.766599999972,167.4
1600,onw,8738.766599999972,165.8
1601,onw,8701.516599999972,167.29
1602,onw,8661.016599999972,168.91
1603,onw,8714.566599999971,169.21
1604,onw,8657.86659999997,170.51
1605,onw,8701.26659999997,170.72
1606,onw,8823.41659999997,171.37
1607,onw,8818.51659999997,173.86
1608,onw,8827.61659999997,174.45
1609,onw,8866.816599999971,174.91
1610,onw,8877.316599999971,174.81
1611,onw,8907.416599999971,174.92
1612,onw,8911.616599999972,175.51
1613,onw,8942.416599999971,175.89
1614,onw,8933.81359999997,176.63
1615,onw,8957.11659999997,177.38
1616,onw,8859.466599999969,176.15
1617,onw,8818.16659999997,176.02
1618,onw,8829.36659999997,176.69
1619,onw,8812.91659999997,176.14
1620,onw,8791.556599999969,177.03
1621,onw,8780.276599999968,177.5
1622,onw,8843.396599999967,174.87
1623,onw,8789.396599999967,177.12
1624,onw,8793.716599999967,176.94
1625,onw,8814.116599999967,176.09
1626,onw,8755.316599999967,178.54
1627,onw,8763.716599999967,179.56
1628,onw,8747.616599999967,180.35
1629,onw,8722.066599999967,179.33
1630,onw,8676.566599999967,179.39
1631,onw,8611.466599999967,178.97
1632,onw,8587.226599999967,179.98
